%time,field.orientation.x,field.orientation.y,field.orientation.z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z,field.alt_error,field.aspd_error,field.xtrack_error,delta_yaw,delta_pitch,delta_roll,delta_x,delta_y,delta_z,delta_roll_airspeed
2018-09-11 18:19:26.550,,,,,,,,,,,,,,,,-0.0899999961257,-534.08795166,-41.0949401855,176.4240493774,-1.8707528114399998,36.847936928263,-1.2701201215425,36.6096220016,0.610571742058,15.0
2018-09-11 18:19:26.600,,,,,,,,,,,,,,,,-0.0899999961257,-534.08795166,-41.0949401855,176.4240493774,-1.8707528114399998,36.847936928263,-1.2483666911725,36.648432731599996,0.510690510273,15.0
2018-09-11 18:19:26.650,,,,,,,,,,-20.6485309601,1.3044090271,0.510690510273,0.0486008711159,0.0137634966522,-0.0482225604355,-0.0899999961257,-534.08795166,-41.0949401855,176.4240493774,-1.8707528114399998,36.847936928263,-1.2435952201525,36.646950721699994,0.416480839252,15.0
2018-09-11 18:19:26.700,,,,,,,,,,-20.6485309601,1.3044090271,0.510690510273,0.0486008711159,0.0137634966522,-0.0482225604355,-0.129999995232,-534.08795166,-39.0383796692,176.4240493774,-1.8707528114399998,38.977937996363,-1.2435952201525,36.646950721699994,0.416480839252,15.0
2018-09-11 18:19:26.750,,,,,,,,,,-20.6485309601,1.3044090271,0.510690510273,0.0486008711159,0.0137634966522,-0.0482225604355,-0.149999991059,-549.41809082,-36.9992179871,176.4240493774,-1.89075279236,40.777937233463,-1.3272335305825,36.5749979019,0.380927801132,15.0
2018-09-11 18:19:26.800,,,,,,,,,,-20.5229263306,1.47232091427,0.379774332047,0.0486008711159,0.0137634966522,-0.0482225604355,-0.149999991059,-549.41809082,-36.9992179871,176.4240493774,-1.89075279236,40.777937233463,-1.3895700946425,36.5350408554,0.383991897106,15.0
2018-09-11 18:19:26.850,,,,,,,,,,-20.5229263306,1.47232091427,0.379774332047,0.0486008711159,0.0137634966522,-0.0482225604355,-0.149999991059,-549.41809082,-36.9992179871,176.4240493774,-1.86075282097,40.777937233463,-1.4642829671525,36.5045518875,0.380292028189,15.0
2018-09-11 18:19:26.900,0.00160540898642,-0.119825575701,-0.991155827542,0.917328000069,-0.0341166444123,-0.0157110709697,-0.588399,0.2941995,10.0812362,-20.5229263306,1.47232091427,0.379774332047,0.0486008711159,0.0137634966522,-0.0482225604355,-0.179999992251,-549.41809082,-34.9505767822,175.53307342530002,-2.2349022030879997,27.8179073334,-1.5327267423225,36.458979606599996,0.370068132877,15.0
2018-09-11 18:19:26.950,0.00160540898642,-0.119825575701,-0.991155827542,0.917328000069,-0.0341166444123,-0.0157110709697,-0.588399,0.2941995,10.0812362,-20.5229263306,1.47232091427,0.379774332047,0.0486008711159,0.0137634966522,-0.0482225604355,-0.199999988079,-551.317626953,-32.9261436462,175.53307342530002,-2.204902231698,27.8179073334,-1.6658040061625001,36.3906488418,0.321424007416,15.0
2018-09-11 18:19:27.000,0.00160540898642,-0.119825575701,-0.991155827542,0.917328000069,-0.0341166444123,-0.0157110709697,-0.588399,0.2941995,10.0812362,-20.5229263306,1.47232091427,0.379774332047,0.0486008711159,0.0137634966522,-0.0482225604355,-0.199999988079,-551.317626953,-32.9261436462,175.53307342530002,-2.194902241228,29.3179073334,-1.8260313048925,36.3227987289,0.274696946144,15.0
2018-09-11 18:19:27.050,0.00160540898642,-0.119825575701,-0.991155827542,0.917328000069,-0.0341166444123,-0.0157110709697,-0.588399,0.2941995,10.0812362,-20.2772521973,1.99145591259,0.238072469831,0.917328000069,-0.0341166444123,-0.0157110709697,-0.199999988079,-551.317626953,-32.9261436462,175.53307342530002,-2.1749022603080004,29.3179073334,-1.9354135766625,36.2771539688,0.238072469831,15.0
2018-09-11 18:19:27.100,0.00160540898642,-0.119825575701,-0.991155827542,0.917328000069,-0.0341166444123,-0.0157110709697,-0.588399,0.2941995,10.0812362,-20.2772521973,1.99145591259,0.238072469831,0.917328000069,-0.0341166444123,-0.0157110709697,-0.229999989271,-551.317626953,-30.9088630676,176.53307342530002,-2.134902298448,30.777906417799997,-2.1136151328725,36.2111005783,0.189665660262,15.0
2018-09-11 18:19:27.150,-0.00439918348289,-0.242963694515,-0.967987471058,0.886799514294,-0.0201157294214,-0.0925932079554,-0.51975245,0.6276256,9.9831697,-20.2772521973,1.99145591259,0.238072469831,0.917328000069,-0.0341166444123,-0.0157110709697,-0.229999989271,-551.317626953,-30.9088630676,176.53307342530002,-2.0749023556679997,30.767908096299998,-2.2694114223125,36.158473014799995,0.180222272873,15.0
2018-09-11 18:19:27.200,-0.00439918348289,-0.242963694515,-0.967987471058,0.886799514294,-0.0201157294214,-0.0925932079554,-0.51975245,0.6276256,9.9831697,-20.2772521973,1.99145591259,0.238072469831,0.917328000069,-0.0341166444123,-0.0157110709697,-0.229999989271,-551.317626953,-30.9088630676,176.53307342530002,-2.0749023556679997,30.767908096299998,-2.2694114223125,36.158473014799995,0.180222272873,15.0
2018-09-11 18:19:27.250,-0.00439918348289,-0.242963694515,-0.967987471058,0.886799514294,-0.0201157294214,-0.0925932079554,-0.51975245,0.6276256,9.9831697,-20.2772521973,1.99145591259,0.238072469831,0.917328000069,-0.0341166444123,-0.0157110709697,-0.25,-543.004211426,-28.905670166,175.8865280151,-1.70815336704,16.7782497406,-2.7191384807224996,36.0432634353,0.197091922164,15.0
2018-09-11 18:19:27.300,-0.00439918348289,-0.242963694515,-0.967987471058,0.886799514294,-0.0201157294214,-0.0925932079554,-0.51975245,0.6276256,9.9831697,-19.9360904694,3.22956705093,0.286148458719,0.886799514294,-0.0201157294214,-0.0925932079554,-0.280000001192,-543.004211426,-26.9251651764,175.8865280151,-1.74815332889,16.7782497406,-2.9342049136724997,35.9958925247,0.23243573308,15.0
2018-09-11 18:19:27.350,-0.00439918348289,-0.242963694515,-0.967987471058,0.886799514294,-0.0201157294214,-0.0925932079554,-0.51975245,0.6276256,9.9831697,-19.9360904694,3.22956705093,0.286148458719,0.886799514294,-0.0201157294214,-0.0925932079554,-0.280000001192,-543.004211426,-26.9251651764,175.8865280151,-1.70815336704,16.7682514191,-3.3021794334025,35.9120149612,0.295905798674,15.0
2018-09-11 18:19:27.400,-0.00439918348289,-0.242963694515,-0.967987471058,0.886799514294,-0.0201157294214,-0.0925932079554,-0.51975245,0.6276256,9.9831697,-19.9360904694,3.22956705093,0.286148458719,0.886799514294,-0.0201157294214,-0.0925932079554,-0.319999992847,-526.799987793,-24.939125061,176.8865280151,-1.85815322399,16.7682514191,-3.6281245723324997,35.8350572586,0.253907412291,15.0
2018-09-11 18:19:27.450,-0.00439918348289,-0.242963694515,-0.967987471058,0.886799514294,-0.0201157294214,-0.0925932079554,-0.51975245,0.6276256,9.9831697,-19.9360904694,3.22956705093,0.286148458719,0.886799514294,-0.0201157294214,-0.0925932079554,-0.319999992847,-526.799987793,-24.939125061,176.8865280151,-1.85815322399,16.7682514191,-3.6281245723324997,35.8350572586,0.253907412291,15.0
2018-09-11 18:19:27.500,-0.0107792058166,-0.316173030003,-0.944051053007,0.150465905666,-0.00739883864298,-0.198464855552,-0.2941995,0.59820565,8.6102387,-19.9360904694,3.22956705093,0.286148458719,0.886799514294,-0.0201157294214,-0.0925932079554,-0.370000004768,-526.799987793,-22.9546985626,176.8865280151,-1.85815322399,16.7582530976,-3.9900053516024996,35.7416334152,0.0626492798328,15.0
2018-09-11 18:19:27.550,-0.0107792058166,-0.316173030003,-0.944051053007,0.150465905666,-0.00739883864298,-0.198464855552,-0.2941995,0.59820565,8.6102387,-19.6555461884,4.37221193314,-0.174790322781,0.150465905666,-0.00739883864298,-0.198464855552,-0.399999976158,-513.414978027,-20.9894371033,174.4600296021,-0.7588820457500001,8.021450042699996,-4.3161695972125,35.6554479599,-0.174790322781,15.0
2018-09-11 18:19:27.600,-0.0107792058166,-0.316173030003,-0.944051053007,0.150465905666,-0.00739883864298,-0.198464855552,-0.2941995,0.59820565,8.6102387,-19.6555461884,4.37221193314,-0.174790322781,0.150465905666,-0.00739883864298,-0.198464855552,-0.399999976158,-513.414978027,-20.9894371033,174.4600296021,-0.7488820552900002,8.001449584999996,-4.5513027682925005,35.6018095016,-0.372622787952,15.0
2018-09-11 18:19:27.650,-0.0107792058166,-0.316173030003,-0.944051053007,0.150465905666,-0.00739883864298,-0.198464855552,-0.2941995,0.59820565,8.6102387,-19.6555461884,4.37221193314,-0.174790322781,0.150465905666,-0.00739883864298,-0.198464855552,-0.389999985695,-513.414978027,-19.0173053741,175.4600296021,-0.5088820457500001,7.971450805700002,-4.5513027682925005,35.6018095016,-0.372622787952,15.0
2018-09-11 18:19:27.700,-0.0107792058166,-0.316173030003,-0.944051053007,0.150465905666,-0.00739883864298,-0.198464855552,-0.2941995,0.59820565,8.6102387,-19.6555461884,4.37221193314,-0.174790322781,0.150465905666,-0.00739883864298,-0.198464855552,-0.389999985695,-513.414978027,-19.0173053741,175.4600296021,-0.5088820457500001,7.971450805700002,-4.8633230701125,35.525673866199995,-0.652064621449,15.0
2018-09-11 18:19:27.750,-0.0107792058166,-0.316173030003,-0.944051053007,0.150465905666,-0.00739883864298,-0.198464855552,-0.2941995,0.59820565,8.6102387,-19.6555461884,4.37221193314,-0.174790322781,0.150465905666,-0.00739883864298,-0.198464855552,-0.34999999404,-509.055908203,-17.0569515228,175.4600296021,-0.12888193131000003,7.9414520264,-5.1041077151925,35.4680185318,-0.848069250584,15.0
2018-09-11 18:19:27.800,-0.00381400537796,-0.341298397769,-0.931473751746,0.246778905392,-0.108773194253,-0.296873927116,-0.14709975,0.63743225,7.71783355,-19.4681167603,5.16015005112,-0.848069250584,0.150465905666,-0.00739883864298,-0.198464855552,-0.34999999404,-509.055908203,-17.0569515228,172.2350769043,2.2025701999700003,5.039798736599998,-5.3842795863725,35.405150413499996,-1.03854954243,15.0
2018-09-11 18:19:27.850,-0.00381400537796,-0.341298397769,-0.931473751746,0.246778905392,-0.108773194253,-0.296873927116,-0.14709975,0.63743225,7.71783355,-19.4681167603,5.16015005112,-0.848069250584,0.150465905666,-0.00739883864298,-0.198464855552,-0.34999999404,-509.055908203,-17.0569515228,172.2350769043,2.2025701999700003,5.039798736599998,-5.3842795863725,35.405150413499996,-1.03854954243,15.0
2018-09-11 18:19:27.900,-0.00381400537796,-0.341298397769,-0.931473751746,0.246778905392,-0.108773194253,-0.296873927116,-0.14709975,0.63743225,7.71783355,-19.4681167603,5.16015005112,-0.848069250584,0.150465905666,-0.00739883864298,-0.198464855552,-0.269999980927,-509.055908203,-15.0858345032,173.2350769043,2.6025701761300004,5.009799957299997,-5.671807624402501,35.3437814712,-1.21144449711,15.0
2018-09-11 18:19:27.950,-0.00381400537796,-0.341298397769,-0.931473751746,0.246778905392,-0.108773194253,-0.296873927116,-0.14709975,0.63743225,7.71783355,-19.4681167603,5.16015005112,-0.848069250584,0.150465905666,-0.00739883864298,-0.198464855552,-0.269999980927,-509.055908203,-15.0858345032,173.2350769043,2.6125701665900003,4.979801177999995,-5.8661144748325,35.2958173751,-1.31625473499,15.0
2018-09-11 18:19:28.000,-0.00381400537796,-0.341298397769,-0.931473751746,0.246778905392,-0.108773194253,-0.296873927116,-0.14709975,0.63743225,7.71783355,-19.4681167603,5.16015005112,-0.848069250584,0.150465905666,-0.00739883864298,-0.198464855552,-0.159999996424,-512.622070312,-13.1337604523,173.2350769043,3.0825701952000006,4.9197998046999984,-6.3963259235025,35.1815099716,-1.59911036491,15.0
2018-09-11 18:19:28.050,-0.00381400537796,-0.341298397769,-0.931473751746,0.246778905392,-0.108773194253,-0.296873927116,-0.14709975,0.63743225,7.71783355,-19.1600666046,6.55589485168,-1.64558959007,0.246778905392,-0.108773194253,-0.296873927116,-0.019999999553,-512.622070312,-11.162197113,174.2350769043,3.612570166589,4.889801025399997,-6.608138419692501,35.1315813064,-1.7053078413,15.0
2018-09-11 18:19:28.100,-0.00381400537796,-0.341298397769,-0.931473751746,0.246778905392,-0.108773194253,-0.296873927116,-0.14709975,0.63743225,7.71783355,-19.1600666046,6.55589485168,-1.64558959007,0.246778905392,-0.108773194253,-0.296873927116,-0.019999999553,-512.622070312,-11.162197113,174.2350769043,3.6225701570520004,4.869800567600002,-6.8166111484125,35.0799322128,-1.83653712273,15.0
2018-09-11 18:19:28.150,-0.00381400537796,-0.341298397769,-0.931473751746,0.246778905392,-0.108773194253,-0.296873927116,-0.14709975,0.63743225,7.71783355,-19.1600666046,6.55589485168,-1.64558959007,0.246778905392,-0.108773194253,-0.296873927116,0.159999996424,-507.188995361,-9.21181869507,175.2350769043,4.27257013321,4.8297996521,-6.8166111484125,35.0799322128,-1.83653712273,15.0
2018-09-11 18:19:28.200,-0.004501585667,-0.373408100325,-0.907902480585,0.214517712593,-0.153315156698,-0.303748190403,-0.0196133,0.4511059,8.7867584,-19.1600666046,6.55589485168,-1.64558959007,0.246778905392,-0.108773194253,-0.296873927116,0.159999996424,-507.188995361,-9.21181869507,168.3717193604,7.472743064169,1.1904182434000035,-7.2018803134525005,34.9765424728,-2.09800124168,15.0
2018-09-11 18:19:28.250,-0.004501585667,-0.373408100325,-0.907902480585,0.214517712593,-0.153315156698,-0.303748190403,-0.0196133,0.4511059,8.7867584,-18.8399028778,7.76706647873,-2.28023886681,0.214517712593,-0.153315156698,-0.303748190403,0.159999996424,-507.188995361,-9.21181869507,168.3717193604,7.472743064169,1.1904182434000035,-7.5806215778025,34.8795232772,-2.24152112007,15.0
2018-09-11 18:19:28.300,-0.004501585667,-0.373408100325,-0.907902480585,0.214517712593,-0.153315156698,-0.303748190403,-0.0196133,0.4511059,8.7867584,-18.8399028778,7.76706647873,-2.28023886681,0.214517712593,-0.153315156698,-0.303748190403,0.359999984503,-507.188995361,-7.24801254272,168.3717193604,8.13274303079,1.1904182434000035,-7.991041518752501,34.7456083297,-2.34159564972,15.0
