%time,field.orientation.x,field.orientation.y,field.orientation.z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z,field.alt_error,field.aspd_error,field.xtrack_error,delta_yaw,delta_pitch,delta_roll,delta_x,delta_y,delta_z,delta_roll_airspeed,field.orientation.x_imu_data,field.orientation.y_imu_data,field.orientation.z_imu_data,field.angular_velocity.x_imu_data,field.angular_velocity.y_imu_data,field.angular_velocity.z_imu_data,field.linear_acceleration.x_imu_data,field.linear_acceleration.y_imu_data,field.linear_acceleration.z_imu_data,field.twist.linear.x_local_position,field.twist.linear.y_local_position,field.twist.linear.z_local_position,field.twist.angular.x_local_position,field.twist.angular.y_local_position,field.twist.angular.z_local_position,field.alt_error_errors,field.aspd_error_errors,field.xtrack_error_errors,delta_yaw_yaw,delta_pitch_pitch,delta_roll_roll,delta_x_velocity,delta_y_velocity,delta_z_velocity,delta_roll_airspeed
2018-07-18 20:40:12.650,,,,,,,,,,,,,,,,-0.299999982119,-502.687255859,-38.1405677795,179.265686035,6.727041721340001,2.6090393066000033,31.9370775223,14.973027460899873,0.587557554245002,-5.026872634899998,,,,,,,,,,,,,,,,-0.299999982119,-502.687255859,-38.1405677795,179.265686035,6.727041721340001,2.6090393066000033,31.9370775223,14.973027460899873,0.587557554245002,-5.026872634899998
2018-07-18 20:40:12.700,,,,,,,,,,,,,,,,-0.399999976158,-483.644683838,-36.0254898071,180.265686035,7.34704160689,2.6090393066000033,31.5634241104,15.235220187099873,0.48981314897500194,-4.8364467621,,,,,,,,,,,,,,,,-0.399999976158,-483.644683838,-36.0254898071,180.265686035,7.34704160689,2.6090393066000033,31.5634241104,15.235220187099873,0.48981314897500194,-4.8364467621
2018-07-18 20:40:12.750,,,,,,,,,,,,,,,,-0.399999976158,-483.644683838,-36.0254898071,180.265686035,7.34704160689,2.6090393066000033,31.3038158417,15.413999789099874,0.42292663455000196,-4.8364467621,,,,,,,,,,,,,,,,-0.399999976158,-483.644683838,-36.0254898071,180.265686035,7.34704160689,2.6090393066000033,31.3038158417,15.413999789099874,0.42292663455000196,-4.8364467621
2018-07-18 20:40:12.800,,,,,,,,,,-15.4139947891,-15.3038158417,0.42292663455,0.174582958221,-0.23505371809,-0.253942936659,-0.399999976158,-483.644683838,-36.0254898071,180.265686035,7.34704160689,2.6090393066000033,31.015763282800002,15.598374598399873,0.38100996613500193,-4.6415195465,,,,,,,,,,-15.4139947891,-15.3038158417,0.42292663455,0.174582958221,-0.23505371809,-0.253942936659,-0.399999976158,-483.644683838,-36.0254898071,180.265686035,7.34704160689,2.6090393066000033,31.015763282800002,15.598374598399873,0.38100996613500193,-4.6415195465
2018-07-18 20:40:12.850,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-15.4139947891,-15.3038158417,0.42292663455,0.174582958221,-0.23505371809,-0.253942936659,-0.5,-464.151947021,-33.9043388367,172.508071899,7.29418563843,-2.2951240539999986,30.4347295761,15.936714403999874,0.26756975054700194,-4.6415195465,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-15.4139947891,-15.3038158417,0.42292663455,0.174582958221,-0.23505371809,-0.253942936659,-0.5,-464.151947021,-33.9043388367,172.508071899,7.29418563843,-2.2951240539999986,30.4347295761,15.936714403999874,0.26756975054700194,-4.6415195465
2018-07-18 20:40:12.900,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-15.4139947891,-15.3038158417,0.42292663455,0.174582958221,-0.23505371809,-0.253942936659,-0.5,-464.151947021,-33.9043388367,172.508071899,7.29418563843,-2.2951240539999986,30.279841423,16.012677424299874,0.24576964974400198,-4.6415195465,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-15.4139947891,-15.3038158417,0.42292663455,0.174582958221,-0.23505371809,-0.253942936659,-0.5,-464.151947021,-33.9043388367,172.508071899,7.29418563843,-2.2951240539999986,30.279841423,16.012677424299874,0.24576964974400198,-4.6415195465
2018-07-18 20:40:12.950,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-15.4139947891,-15.3038158417,0.42292663455,0.174582958221,-0.23505371809,-0.253942936659,-0.5,-464.151947021,-33.9043388367,172.508071899,7.29418563843,-2.2951240539999986,30.279841423,16.012677424299874,0.24576964974400198,-4.6415195465,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-15.4139947891,-15.3038158417,0.42292663455,0.174582958221,-0.23505371809,-0.253942936659,-0.5,-464.151947021,-33.9043388367,172.508071899,7.29418563843,-2.2951240539999986,30.279841423,16.012677424299874,0.24576964974400198,-4.6415195465
2018-07-18 20:40:13.000,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-16.5202445984,-13.1967334747,0.0950353890657,0.167355209589,-0.36008772254,-0.337198495865,-0.659999966621,-455.761535645,-29.8145446777,174.508071899,6.534186363219999,-2.3051261901999993,29.5173549652,16.378131144399873,0.13860760629200197,-4.5576152802,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-16.5202445984,-13.1967334747,0.0950353890657,0.167355209589,-0.36008772254,-0.337198495865,-0.659999966621,-455.761535645,-29.8145446777,174.508071899,6.534186363219999,-2.3051261901999993,29.5173549652,16.378131144399873,0.13860760629200197,-4.5576152802
2018-07-18 20:40:13.050,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-16.5202445984,-13.1967334747,0.0950353890657,0.167355209589,-0.36008772254,-0.337198495865,-0.659999966621,-455.761535645,-29.8145446777,174.508071899,5.59418582916,-2.2951240539999986,28.8477430344,16.669514887699872,0.09782368689780195,-4.5576152802,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-16.5202445984,-13.1967334747,0.0950353890657,0.167355209589,-0.36008772254,-0.337198495865,-0.659999966621,-455.761535645,-29.8145446777,174.508071899,5.59418582916,-2.2951240539999986,28.8477430344,16.669514887699872,0.09782368689780195,-4.5576152802
2018-07-18 20:40:13.100,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-16.5202445984,-13.1967334747,0.0950353890657,0.167355209589,-0.36008772254,-0.337198495865,-0.659999966621,-455.761535645,-29.8145446777,174.508071899,5.59418582916,-2.2951240539999986,28.665912628199997,16.748048060299872,0.11043035984000196,-4.5576152802,0.122319875922,-0.381880895279,-0.849843477917,0.167355209589,-0.36008772254,-0.337198495865,-0.40207265,0.2745862,11.22861425,-16.5202445984,-13.1967334747,0.0950353890657,0.167355209589,-0.36008772254,-0.337198495865,-0.659999966621,-455.761535645,-29.8145446777,174.508071899,5.59418582916,-2.2951240539999986,28.665912628199997,16.748048060299872,0.11043035984000196,-4.5576152802
