%time,field.orientation.x,field.orientation.y,field.orientation.z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.data,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z,field.alt_error,field.aspd_error,field.xtrack_error,delta_yaw,delta_pitch,delta_roll,delta_x,delta_y,delta_z,delta_roll_airspeed
2018-09-11 21:37:18.000,,,,,,,,,,0.0,,,,,,,0.199999988079,-397.025878906,-33.5844726562,173.8359603882,1.1286355256999998,20.764421462999998,-3.755588908890106,0.6426773071000014,-0.505438923836,15.0
2018-09-11 21:37:18.050,,,,,,,,,,0.0,-16.6426773071,3.75558590889,-0.505438923836,0.588435173035,0.0233366917819,-0.0497834421694,0.25,-395.18737793,-31.8737869263,173.8359603882,1.3286354541699998,22.634422302300003,-3.942539354060106,0.5776290893999985,-0.508053719997,15.0
2018-09-11 21:37:18.100,,,,,,,,,,0.0,-16.6426773071,3.75558590889,-0.505438923836,0.588435173035,0.0233366917819,-0.0497834421694,0.25,-395.18737793,-31.8737869263,173.8359603882,1.3286354541699998,22.634422302300003,-3.942539354060106,0.5776290893999985,-0.508053719997,15.0
2018-09-11 21:37:18.150,0.000270598359677,-0.172428482249,-0.973313736874,0.424964785576,-0.0484355278313,-0.0601795092225,-0.5295591,0.48052585,9.8262633,0.0,-16.6426773071,3.75558590889,-0.505438923836,0.588435173035,0.0233366917819,-0.0497834421694,0.25,-395.18737793,-31.8737869263,172.8376464844,1.5235142707799998,13.414216995300002,-4.091924806340106,0.5217895508000012,-0.536676704884,15.0
2018-09-11 21:37:18.200,0.000270598359677,-0.172428482249,-0.973313736874,0.424964785576,-0.0484355278313,-0.0601795092225,-0.5295591,0.48052585,9.8262633,0.0,-16.6426773071,3.75558590889,-0.505438923836,0.588435173035,0.0233366917819,-0.0497834421694,0.299999982119,-395.18737793,-30.1566429138,172.8376464844,1.6835143566099997,15.204217910799997,-4.2175933320301064,0.47144508359999904,-0.620077729225,15.0
2018-09-11 21:37:18.250,0.000270598359677,-0.172428482249,-0.973313736874,0.424964785576,-0.0484355278313,-0.0601795092225,-0.5295591,0.48052585,9.8262633,0.0,-16.410402298,4.37320041656,-0.689123749733,0.424964785576,-0.0484355278313,-0.0601795092225,0.359999984503,-387.726196289,-28.4514350891,173.8376464844,1.9635143279999998,16.9042186737,-4.424537368029459,0.39052963259999984,-0.709558486938,15.0
2018-09-11 21:37:18.300,0.000270598359677,-0.172428482249,-0.973313736874,0.424964785576,-0.0484355278313,-0.0601795092225,-0.5295591,0.48052585,9.8262633,0.0,-16.410402298,4.37320041656,-0.689123749733,0.424964785576,-0.0484355278313,-0.0601795092225,0.359999984503,-387.726196289,-28.4514350891,173.8376464844,1.9635143279999998,16.9042186737,-4.424537368029459,0.39052963259999984,-0.709558486938,15.0
2018-09-11 21:37:18.350,0.000270598359677,-0.172428482249,-0.973313736874,0.424964785576,-0.0484355278313,-0.0601795092225,-0.5295591,0.48052585,9.8262633,0.0,-16.410402298,4.37320041656,-0.689123749733,0.424964785576,-0.0484355278313,-0.0601795092225,0.359999984503,-387.726196289,-28.4514350891,173.8376464844,1.9835143089299998,16.8942165375,-4.596163935869459,0.3276672363000017,-0.776152193546,15.0
2018-09-11 21:37:18.400,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-16.410402298,4.37320041656,-0.689123749733,0.424964785576,-0.0484355278313,-0.0601795092225,0.42999997735,-387.726196289,-93.7638626099,-36.1623535156,0.2635142803199999,-61.1557826996,-4.78749055406946,0.2545738220000011,-0.819875240326,16.0
2018-09-11 21:37:18.450,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-16.1503238678,5.0595574379,-0.855693638325,0.348769575357,-0.0733922794461,-0.175760522485,0.509999990463,-276.403625488,-94.2313995361,-38.6573562622,-1.0399730205500002,-68.55579948420001,-5.059139437889459,0.15032386780000095,-0.855693638325,16.0
2018-09-11 21:37:18.500,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-16.1503238678,5.0595574379,-0.855693638325,0.348769575357,-0.0733922794461,-0.175760522485,0.509999990463,-276.403625488,-94.2313995361,-38.6573562622,-1.0999729633300004,-68.5658016205,-5.253096289849459,0.0701637268000006,-0.852983355522,16.0
2018-09-11 21:37:18.550,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-16.1503238678,5.0595574379,-0.855693638325,0.348769575357,-0.0733922794461,-0.175760522485,0.599999964237,-276.403625488,-94.7323379517,-38.6573562622,-2.8499729633300004,-69.4657993317,-5.352655596939459,0.02905464170000016,-0.837509214878,16.0
2018-09-11 21:37:18.600,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-16.1503238678,5.0595574379,-0.855693638325,0.348769575357,-0.0733922794461,-0.175760522485,0.599999964237,-276.403625488,-94.7323379517,-38.6573562622,-2.9199731349899998,-69.4758014679,-5.479401774619459,-0.02846145630000052,-0.770247101784,16.0
2018-09-11 21:37:18.650,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-16.1503238678,5.0595574379,-0.855693638325,0.348769575357,-0.0733922794461,-0.175760522485,0.680000007153,-271.120452881,-95.2666702271,-38.6573562622,-4.689973115920001,-70.1057987213,-5.479401774619459,-0.02846145630000052,-0.770247101784,16.0
2018-09-11 21:37:18.700,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-16.1503238678,5.0595574379,-0.855693638325,0.348769575357,-0.0733922794461,-0.175760522485,0.680000007153,-271.120452881,-95.2666702271,-38.6573562622,-4.689973115920001,-70.1057987213,-5.563685126519459,-0.07410907749999929,-0.648270487785,16.0
2018-09-11 21:37:18.750,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-15.9128322601,5.57287216187,-0.593771398067,0.348769575357,-0.0733922794461,-0.175760522485,0.680000007153,-271.120452881,-95.2666702271,-38.6573562622,-4.729973077770001,-70.1057987213,-5.572064585899459,-0.08141994480000037,-0.620774209499,16.0
2018-09-11 21:37:18.800,-0.00985433872438,-0.227663677953,-0.958220402761,0.348769575357,-0.0733922794461,-0.175760522485,-0.4707192,0.71588545,9.34573745,0.0,-15.9128322601,5.57287216187,-0.593771398067,0.348769575357,-0.0733922794461,-0.175760522485,0.75,-271.120452881,-95.8121337891,-39.6573562622,-6.519973039630001,-70.4158000946,-5.548896975729459,-0.08863258360000081,-0.550944328308,16.0
