%time,field.orientation.x,field.orientation.y,field.orientation.z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.data,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z,field.alt_error,field.aspd_error,field.xtrack_error,delta_yaw,delta_pitch,delta_roll,delta_x,delta_y,delta_z,delta_roll_airspeed
2018-10-05 19:39:58.800,0.173618418776,0.159259598863,-0.420178686993,0.419214725494,-0.207577809691,0.196497350931,0.02941995,-0.392266,13.69989005,0.0,,,,,,,-0.589999973774,-948.946594238,-37.693649292,-184.979888916,-6.835954844953,24.40586471559,,,,
2018-10-05 19:39:58.850,0.173618418776,0.159259598863,-0.420178686993,0.419214725494,-0.207577809691,0.196497350931,0.02941995,-0.392266,13.69989005,0.0,12.5879068375,22.5955028534,2.6896007061,0.419214725494,-0.207577809691,0.196497350931,-0.889999985695,-949.491699219,-35.0868377686,-184.979888916,-10.77595472336,38.315864563000005,-22.6294574738,-12.2413568497,2.82726502419,15.0
2018-10-05 19:39:58.900,0.173618418776,0.159259598863,-0.420178686993,0.419214725494,-0.207577809691,0.196497350931,0.02941995,-0.392266,13.69989005,0.0,12.5879068375,22.5955028534,2.6896007061,0.419214725494,-0.207577809691,0.196497350931,-0.889999985695,-949.491699219,-35.0868377686,-184.979888916,-10.77595472336,38.315864563000005,-22.6294574738,-12.2413568497,2.82726502419,15.0
2018-10-05 19:39:58.950,0.173618418776,0.159259598863,-0.420178686993,0.419214725494,-0.207577809691,0.196497350931,0.02941995,-0.392266,13.69989005,0.0,12.5879068375,22.5955028534,2.6896007061,0.419214725494,-0.207577809691,0.196497350931,-1.19999992847,-949.491699219,-481.379760742,-80.979888916,-13.71595478058,-18.344133377099997,-6.611009597799999,-11.716444969200003,2.953976392750002,16.0
2018-10-05 19:39:59.000,0.173618418776,0.159259598863,-0.420178686993,0.419214725494,-0.207577809691,0.196497350931,0.02941995,-0.392266,13.69989005,0.0,12.5879068375,22.5955028534,2.6896007061,0.419214725494,-0.207577809691,0.196497350931,-1.19999992847,-949.491699219,-481.379760742,-80.979888916,-13.365954875949999,-18.364133834799997,-6.585388183599999,-11.539460182200003,2.9951419830300017,16.0
2018-10-05 19:39:59.050,0.173618418776,0.159259598863,-0.420178686993,0.419214725494,-0.207577809691,0.196497350931,0.02941995,-0.392266,13.69989005,0.0,12.5879068375,22.5955028534,2.6896007061,0.419214725494,-0.207577809691,0.196497350931,-1.54999995232,-813.140686035,-482.554656982,-80.979888916,-14.79595470429,-18.3941326141,-6.5441761017,-11.253392219500004,3.0457754135100017,16.0
2018-10-05 19:39:59.100,0.173618418776,0.159259598863,-0.420178686993,0.419214725494,-0.207577809691,0.196497350931,0.02941995,-0.392266,13.69989005,0.0,11.1574163437,22.5335063934,3.04520440102,0.419214725494,-0.207577809691,0.196497350931,-1.54999995232,-813.140686035,-482.554656982,-80.979888916,-14.79595470429,-18.3941326141,-6.5441761017,-11.253392219500004,3.0457754135100017,16.0
2018-10-05 19:39:59.150,0.122817841123,0.137769862887,-0.483832069952,-0.33007594943,0.0226849913597,0.2931253016,-1.2356379,0.2745862,11.5130071,0.0,11.1574163437,22.5335063934,3.04520440102,0.419214725494,-0.207577809691,0.196497350931,-1.90999996662,-813.140686035,-483.695831299,-80.979888916,-16.51595449448,-18.444135665899996,-6.485956192,-10.891925811800004,3.006615161900002,16.0
2018-10-05 19:39:59.200,0.122817841123,0.137769862887,-0.483832069952,-0.33007594943,0.0226849913597,0.2931253016,-1.2356379,0.2745862,11.5130071,0.0,11.1574163437,22.5335063934,3.04520440102,0.419214725494,-0.207577809691,0.196497350931,-1.90999996662,-813.140686035,-483.695831299,-73.8188667297,-15.571588516239999,-24.488098144499997,-6.485956192,-10.891925811800004,3.006615161900002,16.0
2018-10-05 19:39:59.250,0.122817841123,0.137769862887,-0.483832069952,-0.33007594943,0.0226849913597,0.2931253016,-1.2356379,0.2745862,11.5130071,0.0,11.1574163437,22.5335063934,3.04520440102,0.419214725494,-0.207577809691,0.196497350931,-2.28999996185,-801.438110352,-484.794342041,-73.8188667297,-18.381588935859998,-24.498100280699997,-6.409543991100001,-10.469902038600004,2.8314199447600017,16.0
2018-10-05 19:39:59.300,0.122817841123,0.137769862887,-0.483832069952,-0.33007594943,0.0226849913597,0.2931253016,-1.2356379,0.2745862,11.5130071,0.0,10.1344852448,22.3596343994,2.62868714333,-0.33007594943,0.0226849913597,0.2931253016,-2.28999996185,-801.438110352,-484.794342041,-73.8188667297,-18.96158885956,-24.5580978393,-6.371925353999998,-10.205938339200003,2.6971573829700017,16.0
2018-10-05 19:39:59.350,0.122817841123,0.137769862887,-0.483832069952,-0.33007594943,0.0226849913597,0.2931253016,-1.2356379,0.2745862,11.5130071,0.0,10.1344852448,22.3596343994,2.62868714333,-0.33007594943,0.0226849913597,0.2931253016,-2.64999985695,-801.438110352,-485.850982666,-73.8188667297,-21.60158824916,-24.598098754899997,-6.329257965099998,-9.967307090760004,2.513018369670002,16.0
2018-10-05 19:39:59.400,0.122817841123,0.137769862887,-0.483832069952,-0.33007594943,0.0226849913597,0.2931253016,-1.2356379,0.2745862,11.5130071,0.0,10.1344852448,22.3596343994,2.62868714333,-0.33007594943,0.0226849913597,0.2931253016,-2.64999985695,-801.438110352,-485.850982666,-73.8188667297,-21.60158824916,-24.598098754899997,-6.329257965099998,-9.967307090760004,2.513018369670002,16.0
2018-10-05 19:39:59.450,0.122817841123,0.137769862887,-0.483832069952,-0.33007594943,0.0226849913597,0.2931253016,-1.2356379,0.2745862,11.5130071,0.0,10.1344852448,22.3596343994,2.62868714333,-0.33007594943,0.0226849913597,0.2931253016,-2.98000001907,-759.547058105,-486.856719971,-73.8188667297,-24.17158794406,-24.6581001281,-6.2889270782,-9.633100509640004,2.214973688130002,16.0
2018-10-05 19:39:59.500,0.122817841123,0.137769862887,-0.483832069952,-0.33007594943,0.0226849913597,0.2931253016,-1.2356379,0.2745862,11.5130071,0.0,10.1344852448,22.3596343994,2.62868714333,-0.33007594943,0.0226849913597,0.2931253016,-2.98000001907,-759.547058105,-486.856719971,-73.8188667297,-24.17158794406,-24.6581001281,-6.2889270782,-9.633100509640004,2.214973688130002,16.0
2018-10-05 19:39:59.550,0.209417463444,0.159811958588,-0.520058414085,-0.44864398241,0.119293063879,0.364814281464,-1.59848395,0.61781895,6.7273619,0.0,10.1344852448,22.3596343994,2.62868714333,-0.33007594943,0.0226849913597,0.2931253016,-3.27999997139,-759.547058105,-487.828735352,-73.8188667297,-26.501587867759998,-24.718101501399996,-6.238462448100002,-9.337059021000004,1.802615880970002,16.0
2018-10-05 19:39:59.600,0.209417463444,0.159811958588,-0.520058414085,-0.44864398241,0.119293063879,0.364814281464,-1.59848395,0.61781895,6.7273619,0.0,9.10730743408,22.2130451202,1.47624921799,-0.44864398241,0.119293063879,0.364814281464,-3.27999997139,-759.547058105,-487.828735352,-68.1016616821,-21.81986737252,-14.517925262399999,-6.2130451202,-9.107307434080004,1.476249217990002,16.0
