%time,field.orientation.x,field.orientation.y,field.orientation.z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.data,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z,field.alt_error,field.aspd_error,field.xtrack_error,delta_yaw,delta_pitch,delta_roll,delta_x,delta_y,delta_z,delta_roll_airspeed
2018-07-18 20:00:31.350,,,,,,,,,,0.0,-17.460647583,-2.47911286354,-0.322096735239,0.651324510574,0.00358069408685,-0.101814813912,0.0799999982119,-80.6444168091,-181.271606445,-24.186035156200006,0.46193921565999996,-36.99778461452,,,,
2018-07-18 20:00:31.400,,,,,,,,,,0.0,-17.460647583,-2.47911286354,-0.322096735239,0.651324510574,0.00358069408685,-0.101814813912,0.0799999982119,-80.6444168091,-181.271606445,-24.186035156200006,-1.84806072712,-38.20778369902,2.194643358489894,1.4708881377999994,-0.296207219362,-0.8064441681000005
2018-07-18 20:00:31.450,,,,,,,,,,0.0,-17.460647583,-2.47911286354,-0.322096735239,0.651324510574,0.00358069408685,-0.101814813912,0.0799999982119,-80.6444168091,-181.271606445,-24.186035156200006,-1.8780606985100001,-38.20778369902,2.061101774479894,1.4807491301999995,-0.242061018944,-0.8064441681000005
2018-07-18 20:00:31.500,0.00789388307323,-0.13958382924,-0.989825601977,-1.05613052845,-0.0465226247907,0.0501267239451,0.4314926,0.196133,11.4737805,0.0,-17.5214214325,-1.90287840366,-0.163218483329,-1.05613052845,-0.0465226247907,0.0501267239451,0.0999999940395,-94.8808670044,-181.093490601,-26.872573852499997,-5.4676111936559995,-49.1165790558,1.9028754036598938,1.5214214324999986,-0.163218483329,-0.9488086699999982
2018-07-18 20:00:31.550,0.00789388307323,-0.13958382924,-0.989825601977,-1.05613052845,-0.0465226247907,0.0501267239451,0.4314926,0.196133,11.4737805,0.0,-17.5214214325,-1.90287840366,-0.163218483329,-1.05613052845,-0.0465226247907,0.0501267239451,0.109999999404,-118.424034119,-180.937652588,-26.872573852499997,-7.777611136436,-50.0765781402,1.7947729628298938,1.5715637206999986,-0.0607614293694,-1.1842403411999989
2018-07-18 20:00:31.600,0.00789388307323,-0.13958382924,-0.989825601977,-1.05613052845,-0.0465226247907,0.0501267239451,0.4314926,0.196133,11.4737805,0.0,-17.5214214325,-1.90287840366,-0.163218483329,-1.05613052845,-0.0465226247907,0.0501267239451,0.109999999404,-118.424034119,-180.937652588,-26.872573852499997,-7.797610640526,-50.0665798187,1.7307613890398938,1.6443119049000003,0.0528990700841,-1.1842403411999989
2018-07-18 20:00:31.650,0.00789388307323,-0.13958382924,-0.989825601977,-1.05613052845,-0.0465226247907,0.0501267239451,0.4314926,0.196133,11.4737805,0.0,-17.5214214325,-1.90287840366,-0.163218483329,-1.05613052845,-0.0465226247907,0.0501267239451,0.0999999940395,-144.964599609,-180.815200806,-26.872573852499997,-10.047610640536,-50.7165775299,1.732422689699894,1.6929607390999983,0.0921251773834,-1.4496459960999992
2018-07-18 20:00:31.700,0.00789388307323,-0.13958382924,-0.989825601977,-1.05613052845,-0.0465226247907,0.0501267239451,0.4314926,0.196133,11.4737805,0.0,-17.5214214325,-1.90287840366,-0.163218483329,-1.05613052845,-0.0465226247907,0.0501267239451,0.0999999940395,-144.964599609,-180.815200806,-26.872573852499997,-10.047610640536,-50.7065792083,1.767991284629894,1.7614421843999999,0.0443494580686,-1.4496459960999992
2018-07-18 20:00:31.750,0.0183624583844,0.0448576874628,-0.998284326755,-0.914347350597,0.200876757503,0.000431870575994,1.10815145,0.5295591,8.2179727,0.0,-17.7614421844,-1.76799428463,0.0443494580686,-1.05613052845,-0.0465226247907,0.0501267239451,0.0899999961257,-150.08392334,-180.681625366,-27.872573852499997,-11.767610907536001,-50.8865795135,1.796080807949894,1.8104629517,-0.0298852380365,-1.5008392334000007
2018-07-18 20:00:31.800,0.0183624583844,0.0448576874628,-0.998284326755,-0.914347350597,0.200876757503,0.000431870575994,1.10815145,0.5295591,8.2179727,0.0,-17.7614421844,-1.76799428463,0.0443494580686,-1.05613052845,-0.0465226247907,0.0501267239451,0.0899999961257,-150.08392334,-180.681625366,-27.331321716299996,-9.95998263355,-29.737021923070003,1.8339127104498938,1.8606433867999996,-0.0922080278397,-1.5008392334000007
